,Actual_OFI,VAR_Only_OFI,Combined_Model_OFI,actual_signal,forecasted_VAR_signal,forecasted_UDE_signal
0,-0.184,0.0008741022559908088,-0.18759495104654325,SELL,BUY,SELL
1,0.6666666666666666,0.004017592105809146,0.6665669279410331,BUY,BUY,BUY
2,0.037257824143070044,0.0034524587890238574,0.03708091012707787,BUY,BUY,BUY
3,-0.17177914110429449,0.0034322005573418474,-0.17235017749174095,SELL,BUY,SELL
4,-0.5768463073852296,0.00341113110500476,-0.5794135169390983,SELL,BUY,SELL
5,-0.5919540229885057,0.0034113099407389455,-0.5963637772363947,SELL,BUY,SELL
6,-0.3637901861252115,0.0034113098570104335,-0.363880068663101,SELL,BUY,SELL
7,-0.6039603960396039,0.00341130174469925,-0.6218648875283553,SELL,BUY,SELL
8,-0.11304347826086956,0.0034112989527086326,-0.11098167599045325,SELL,BUY,SELL
9,-0.4039408866995074,0.0034112989822642327,-0.4058211926907765,SELL,BUY,SELL
10,0.10035419126328217,0.0034112989909255956,0.09991345322424539,BUY,BUY,BUY
11,-0.24381625441696114,0.003411298989190614,-0.2444726571279725,SELL,BUY,SELL
12,0.08374384236453201,0.003411298988784503,0.0836417968972982,BUY,BUY,BUY
13,0.25997248968363135,0.003411298988793333,0.2593651430571595,BUY,BUY,BUY
14,-0.5396825396825397,0.003411298988795579,-0.5431006002219544,SELL,BUY,SELL
15,-0.0970873786407767,0.003411298988795292,-0.09771869035483681,SELL,BUY,SELL
16,-0.34219269102990035,0.0034112989887952337,-0.34534845691631233,SELL,BUY,SELL
17,0.8795811518324608,0.003411298988795177,0.8815131953489028,BUY,BUY,BUY
18,-0.49158249158249157,0.003411298988795177,-0.49268008816954817,SELL,BUY,SELL
19,-0.4583333333333333,0.003411298988795177,-0.4599072897701583,SELL,BUY,SELL
20,-0.35076252723311546,0.003411298988795177,-0.35172308524329066,SELL,BUY,SELL
21,-0.19791666666666666,0.003411298988795177,-0.1988162839947114,SELL,BUY,SELL
