,Actual_OFI,VAR_Only_OFI,Combined_Model_OFI,actual_signal,forecasted_VAR_signal,forecasted_VAR+ FNN_signal
0,1.0,0.12913578430804679,1.0,BUY,BUY,BUY
1,-1.0,0.1684888565662971,-0.5055136079538232,SELL,BUY,SELL
2,1.0,0.004635161160750847,0.8341947446574821,BUY,BUY,BUY
3,0.0,0.00483376098120579,-0.0139968979432434,HOLD,BUY,SELL
4,-1.0,0.0069467044902803,-0.748408444575661,SELL,BUY,SELL
5,-1.0,0.006977979317400315,-0.7479015964999803,SELL,BUY,SELL
6,1.0,0.007004871159980526,0.5240779379977851,BUY,BUY,BUY
7,0.5,0.007004617075284556,0.500158245117416,BUY,BUY,BUY
8,-0.3333333333333333,0.007004361147786016,-0.35951263473134115,SELL,BUY,SELL
9,-0.3333333333333333,0.007004349686030003,-0.35951271827366765,SELL,BUY,SELL
10,-0.3333333333333333,0.007004344864490197,-0.3595127489714623,SELL,BUY,SELL
11,0.6666666666666666,0.007004344904362928,0.6650521388457706,BUY,BUY,BUY
12,1.0,0.0070043449326540564,0.8297459887161034,BUY,BUY,BUY
13,0.2,0.007004344935532804,0.20215467719232189,BUY,BUY,BUY
14,0.0,0.007004344936352612,0.011056580133187506,HOLD,BUY,BUY
15,1.0,0.007004344936351801,0.9964834906251476,BUY,BUY,BUY
16,0.0,0.007004344936349114,0.011056580133146542,HOLD,BUY,BUY
17,0.0,0.007004344936348525,0.011056580133139166,HOLD,BUY,BUY
18,1.0,0.007004344936348407,0.9856293438444692,BUY,BUY,BUY
19,-0.9910979228486647,0.007004344936348407,-1.0,SELL,BUY,SELL
20,-1.0,0.007004344936348407,-1.0,SELL,BUY,SELL
21,0.0,0.007004344936348407,-0.001072171467827227,HOLD,BUY,SELL
22,-1.0,0.007004344936348407,-1.0,SELL,BUY,SELL
23,0.0,0.007004344936348407,-0.00041436349945205567,HOLD,BUY,SELL
24,1.0,0.007004344936348407,0.9978822515427059,BUY,BUY,BUY
25,-1.0,0.007004344936348407,-0.9998612009227004,SELL,BUY,SELL
26,-1.0,0.007004344936348407,-0.9998612009227004,SELL,BUY,SELL
27,-0.9903381642512077,0.007004344936348407,-1.0,SELL,BUY,SELL
28,-0.8,0.007004344936348407,-0.9170224212725129,SELL,BUY,SELL
29,-0.6,0.007004344936348407,-0.6033507424849479,SELL,BUY,SELL
30,1.0,0.007004344936348407,1.0,BUY,BUY,BUY
31,-0.5,0.007004344936348407,-0.5021476427534791,SELL,BUY,SELL
32,-1.0,0.007004344936348407,-0.9998612009227004,SELL,BUY,SELL
33,-0.9926739926739927,0.007004344936348407,-1.0,SELL,BUY,SELL
34,-0.7142857142857143,0.007004344936348407,-0.7618340201802116,SELL,BUY,SELL
